C
C  Ground state configurations and ionization energies of free atoms of
 85 At  4 L3 2p3/2  4  1.42147E+04  1.42120E+04  1.42140E+04  6.44220E+00  6.66000E+00
 85 At  5 M1 3s1/2  2  4.28632E+03  4.32000E+03  4.31700E+03  1.95563E+01  1.53000E+01
 85 At  6 M2 3p1/2  2  3.99256E+03  4.00500E+03  4.00800E+03  1.38669E+01  1.14000E+01
 85 At  7 M3 3p3/2  4  3.39826E+03  3.42000E+03  3.42600E+03  1.11238E+01  8.40000E+00
 85 At  8 M4 3d3/2  4  2.91118E+03  2.91000E+03  2.90900E+03  2.82091E+00  2.78000E+00
 85 At  9 M5 3d5/2  6  2.78549E+03  2.78800E+03  2.78700E+03  2.77967E+00  2.78000E+00
 85 At 10 N1 4s1/2  2  1.02168E+03  1.04400E+03  1.04200E+03  1.49739E+01  1.01000E+01
 85 At 11 N2 4p1/2  2  8.90940E+02  9.04000E+02  8.86000E+02  1.45051E+01  7.60000E+00
 85 At 12 N3 4p3/2  4  7.41530E+02  7.61000E+02  7.40000E+02  9.20278E+00  6.40000E+00
 85 At 13 N4 4d3/2  4  5.26897E+02  5.35000E+02  5.33000E+02  7.39606E+00  3.90000E+00
 85 At 14 N5 4d5/2  6  4.98776E+02  5.08000E+02  5.07000E+02  6.67643E+00  3.85000E+00
 85 At 15 N6 4f5/2  6  2.17448E+02  2.17000E+02  2.10000E+02  1.71393E-01  1.70000E-01
 85 At 16 N7 4f7/2  8  2.10629E+02  2.11000E+02  2.10000E+02  1.61249E-01  1.60000E-01
 85 At 17 O1 5s1/2  2  1.96187E+02  1.96000E+02  1.95000E+02  2.62292E+01  0.00000E+00
 85 At 18 O2 5p1/2  2  1.48670E+02  1.53000E+02  1.48000E+02  8.76036E+00  0.00000E+00
 85 At 19 O3 5p3/2  4  1.17561E+02  1.23000E+02  1.15000E+02  1.83402E+01  0.00000E+00
 85 At 20 O4 5d3/2  4  4.89357E+01  4.80000E+01  4.00000E+01  0.00000E+00  0.00000E+00
 85 At 21 O5 5d5/2  6  4.47227E+01  4.40000E+01  4.00000E+01  0.00000E+00  0.00000E+00
 85 At 24 P1 6s1/2  2  2.28540E+01  1.90000E+01  1.90000E+01  0.00000E+00  0.00000E+00
 85 At 25 P2 6p1/2  2  1.18115E+01  1.10000E+01  1.10000E+01  0.00000E+00  0.00000E+00
 85 At 26 P3 6p3/2  3  8.41243E+00  9.30000E+00  9.30000E+00  0.00000E+00  0.00000E+00
 86 Rn  1 K  1s1/2  2  9.87654E+04  9.84040E+04  9.84040E+04  7.19728E+01  7.34000E+01
 86 Rn  2 L1 2s1/2  2  1.80435E+04  1.80550E+04  1.80490E+04  1.44978E+01  1.32000E+01
 86 Rn  3 L2 2p1/2  2  1.73976E+04  1.73340E+04  1.73370E+04  6.66250E+00  6.81000E+00
 86 Rn  4 L3 2p3/2  4  1.46191E+04  1.46150E+04  1.46190E+04  6.64130E+00  6.87000E+00
 86 Rn  5 M1 3s1/2  2  4.44877E+03  4.48300E+03  4.48200E+03  1.96736E+01  1.53000E+01
 86 Rn  6 M2 3p1/2  2  4.14869E+03  4.16200E+03  4.15900E+03  1.40496E+01  1.17000E+01
 86 Rn  7 M3 3p3/2  4  3.51796E+03  3.54200E+03  3.53800E+03  1.11773E+01  8.30000E+00
 86 Rn  8 M4 3d3/2  4  3.02167E+03  3.01900E+03  3.02200E+03  2.92252E+00  2.88000E+00
 86 Rn  9 M5 3d5/2  6  2.88887E+03  2.89000E+03  2.89200E+03  2.87799E+00  2.88000E+00
 86 Rn 10 N1 4s1/2  2  1.07326E+03  1.09600E+03  1.09700E+03  1.50753E+01  1.04000E+01
 86 Rn 11 N2 4p1/2  2  9.39107E+02  9.51000E+02  9.29000E+02  1.46755E+01  7.80000E+00
 86 Rn 12 N3 4p3/2  4  7.79507E+02  7.98000E+02  7.68000E+02  9.39556E+00  6.60000E+00
 86 Rn 13 N4 4d3/2  4  5.59608E+02  5.67000E+02  5.67000E+02  7.20592E+00  4.00000E+00
 86 Rn 14 N5 4d5/2  6  5.29603E+02  5.38000E+02  5.41000E+02  6.47993E+00  3.90000E+00
 86 Rn 15 N6 4f5/2  6  2.40951E+02  2.42000E+02  2.38000E+02  1.57822E-01  1.60000E-01
 86 Rn 16 N7 4f7/2  8  2.33566E+02  2.35000E+02  2.38000E+02  1.52687E-01  1.60000E-01
 86 Rn 17 O1 5s1/2  2  2.11896E+02  2.12000E+02  2.14000E+02  2.39262E+01  0.00000E+00
 86 Rn 18 O2 5p1/2  2  1.62470E+02  1.67000E+02  1.64000E+02  8.87201E+00  0.00000E+00
 86 Rn 19 O3 5p3/2  4  1.28398E+02  1.34000E+02  1.27000E+02  1.98942E+01  0.00000E+00
 86 Rn 20 O4 5d3/2  4  5.64991E+01  5.50000E+01  4.80000E+01  0.00000E+00  0.00000E+00
 86 Rn 21 O5 5d5/2  6  5.17624E+01  5.10000E+01  4.80000E+01  0.00000E+00  0.00000E+00
 86 Rn 24 P1 6s1/2  2  2.57591E+01  2.40000E+01  2.60000E+01  0.00000E+00  0.00000E+00
 86 Rn 25 P2 6p1/2  2  1.37091E+01  1.40000E+01  1.40000E+01  0.00000E+00  0.00000E+00
 86 Rn 26 P3 6p3/2  4  9.63756E+00  1.07000E+01  1.07000E+01  0.00000E+00  0.00000E+00
 87 Fr  1 K  1s1/2  2  1.01520E+05  1.01134E+05  1.01137E+05  7.54176E+01  7.69000E+01
 87 Fr  2 L1 2s1/2  2  1.86313E+04  1.86370E+04  1.86390E+04  1.46392E+01  1.35000E+01
 87 Fr  3 L2 2p1/2  2  1.79724E+04  1.79030E+04  1.79070E+04  6.87280E+00  7.02000E+00
 87 Fr  4 L3 2p3/2  4  1.50343E+04  1.50280E+04  1.50310E+04  6.84660E+00  7.08000E+00
 87 Fr  5 M1 3s1/2  2  4.62017E+03  4.65200E+03  4.65200E+03  1.97403E+01  1.54000E+01
 87 Fr  6 M2 3p1/2  2  4.31362E+03  4.32400E+03  4.32700E+03  1.42207E+01  1.21000E+01
 87 Fr  7 M3 3p3/2  4  3.64453E+03  3.66600E+03  3.66300E+03  1.14014E+01  8.20000E+00
 87 Fr  8 M4 3d3/2  4  3.13897E+03  3.13400E+03  3.13600E+03  3.01622E+00  2.98000E+00
 87 Fr  9 M5 3d5/2  6  2.99877E+03  2.99800E+03  3.00000E+03  2.97782E+00  2.98000E+00
 87 Fr 10 N1 4s1/2  2  1.13093E+03  1.15300E+03  1.15300E+03  1.52416E+01  1.07000E+01
 87 Fr 11 N2 4p1/2  2  9.93299E+02  1.00300E+03  9.80000E+02  1.46799E+01  8.10000E+00
 87 Fr 12 N3 4p3/2  4  8.22910E+02  8.39000E+02  8.10000E+02  9.62289E+00  6.80000E+00
 87 Fr 13 N4 4d3/2  4  5.97705E+02  6.03000E+02  6.03000E+02  6.96267E+00  4.10000E+00
 87 Fr 14 N5 4d5/2  6  5.65719E+02  5.72000E+02  5.77000E+02  6.29724E+00  3.95000E+00
 87 Fr 15 N6 4f5/2  6  2.69729E+02  2.68000E+02  2.68000E+02  1.49992E-01  1.50000E-01
 87 Fr 16 N7 4f7/2  8  2.61748E+02  2.60000E+02  2.68000E+02  1.51716E-01  1.50000E-01
 87 Fr 17 O1 5s1/2  2  2.32561E+02  2.31000E+02  2.34000E+02  2.32342E+01  0.00000E+00
 87 Fr 18 O2 5p1/2  2  1.81191E+02  1.83000E+02  1.82000E+02  8.96187E+00  0.00000E+00
 87 Fr 19 O3 5p3/2  4  1.43939E+02  1.47000E+02  1.40000E+02  2.11632E+01  0.00000E+00
 87 Fr 20 O4 5d3/2  4  6.87380E+01  6.50000E+01  5.80000E+01  0.00000E+00  0.00000E+00
 87 Fr 21 O5 5d5/2  6  6.34361E+01  6.10000E+01  5.80000E+01  0.00000E+00  0.00000E+00
 87 Fr 24 P1 6s1/2  2  3.26812E+01  3.30000E+01  3.40000E+01  0.00000E+00  0.00000E+00
 87 Fr 25 P2 6p1/2  2  1.93061E+01  1.90000E+01  1.50000E+01  0.00000E+00  0.00000E+00
 87 Fr 26 P3 6p3/2  4  1.41315E+01  1.40000E+01  1.50000E+01  0.00000E+00  0.00000E+00
 87 Fr 29 Q1 7s1/2  1  3.80049E+00  4.00000E+00  1.00000E+00  0.00000E+00  0.00000E+00
 88 Ra  1 K  1s1/2  2  1.04329E+05  1.03919E+05  1.03922E+05  7.90098E+01  8.06000E+01
 88 Ra  2 L1 2s1/2  2  1.92336E+04  1.92370E+04  1.92370E+04  1.53921E+01  1.37000E+01
 88 Ra  3 L2 2p1/2  2  1.85617E+04  1.84880E+04  1.84840E+04  7.46230E+00  7.50000E+00
 88 Ra  4 L3 2p3/2  4  1.54560E+04  1.54490E+04  1.54440E+04  7.05930E+00  7.29000E+00
 88 Ra  5 M1 3s1/2  2  4.79622E+03  4.82700E+03  4.82200E+03  1.87683E+01  1.54000E+01
 88 Ra  6 M2 3p1/2  2  4.48314E+03  4.49100E+03  4.49000E+03  1.43681E+01  1.25000E+01
 88 Ra  7 M3 3p3/2  4  3.77368E+03  3.79300E+03  3.79200E+03  1.16379E+01  8.20000E+00
 88 Ra  8 M4 3d3/2  4  3.25879E+03  3.25400E+03  3.24800E+03  3.09673E+00  3.08000E+00
 88 Ra  9 M5 3d5/2  6  3.11086E+03  3.11100E+03  3.10500E+03  3.07787E+00  3.08000E+00
 88 Ra 10 N1 4s1/2  2  1.19038E+03  1.21400E+03  1.20800E+03  1.38591E+01  1.09500E+01
 88 Ra 11 N2 4p1/2  2  1.04923E+03  1.06000E+03  1.05800E+03  1.48364E+01  8.30000E+00
 88 Ra 12 N3 4p3/2  4  8.67423E+02  8.84000E+02  8.79000E+02  9.52655E+00  7.00000E+00
 88 Ra 13 N4 4d3/2  4  6.36872E+02  6.42000E+02  6.36000E+02  6.66904E+00  4.15000E+00
 88 Ra 14 N5 4d5/2  6  6.02805E+02  6.09000E+02  6.03000E+02  6.21325E+00  4.00000E+00
 88 Ra 15 N6 4f5/2  6  2.99463E+02  2.96000E+02  2.99000E+02  1.46043E-01  1.50000E-01
 88 Ra 16 N7 4f7/2  8  2.90852E+02  2.87000E+02  2.99000E+02  1.56277E-01  1.60000E-01
 88 Ra 17 O1 5s1/2  2  2.53864E+02  2.53000E+02  2.54000E+02  2.23333E+01  0.00000E+00
 88 Ra 18 O2 5p1/2  2  2.00521E+02  2.01000E+02  2.00000E+02  8.83553E+00  0.00000E+00
 88 Ra 19 O3 5p3/2  4  1.59858E+02  1.61000E+02  1.53000E+02  2.03723E+01  0.00000E+00
 88 Ra 20 O4 5d3/2  4  8.13316E+01  7.70000E+01  6.80000E+01  0.00000E+00  0.00000E+00
 88 Ra 21 O5 5d5/2  6  7.54237E+01  7.30000E+01  6.80000E+01  0.00000E+00  0.00000E+00
 88 Ra 24 P1 6s1/2  2  3.95865E+01  4.00000E+01  4.40000E+01  0.00000E+00  0.00000E+00
 88 Ra 25 P2 6p1/2  2  2.49149E+01  2.50000E+01  1.90000E+01  0.00000E+00  0.00000E+00
 88 Ra 26 P3 6p3/2  4  1.86172E+01  1.90000E+01  1.90000E+01  0.00000E+00  0.00000E+00
 88 Ra 29 Q1 7s1/2  2  4.73504E+00  5.28000E+00  2.28000E+00  0.00000E+00  0.00000E+00
 89 Ac  1 K  1s1/2  2  1.07192E+05  1.06759E+05  1.06755E+05  8.26982E+01  8.44000E+01
 89 Ac  2 L1 2s1/2  2  1.98491E+04  1.98500E+04  1.98400E+04  1.55409E+01  1.40000E+01
 89 Ac  3 L2 2p1/2  2  1.91640E+04  1.90860E+04  1.90830E+04  7.68810E+00  8.00000E+00
 89 Ac  4 L3 2p3/2  4  1.58824E+04  1.58740E+04  1.58710E+04  7.27890E+00  7.51000E+00
 89 Ac  5 M1 3s1/2  2  4.97538E+03  5.00500E+03  5.00200E+03  1.88726E+01  1.54000E+01
 89 Ac  6 M2 3p1/2  2  4.65568E+03  4.66100E+03  4.65600E+03  1.45300E+01  1.29000E+01
 89 Ac  7 M3 3p3/2  4  3.90374E+03  3.92100E+03  3.90900E+03  1.18369E+01  8.00000E+00
 89 Ac  8 M4 3d3/2  4  3.37944E+03  3.37400E+03  3.37000E+03  3.20019E+00  3.18000E+00
 89 Ac  9 M5 3d5/2  6  3.22348E+03  3.22300E+03  3.21900E+03  3.17825E+00  3.18000E+00
 89 Ac 10 N1 4s1/2  2  1.25000E+03  1.27400E+03  1.26900E+03  1.37905E+01  1.12000E+01
 89 Ac 11 N2 4p1/2  2  1.10527E+03  1.11600E+03  1.08000E+03  1.50159E+01  8.50000E+00
 89 Ac 12 N3 4p3/2  4  9.11390E+02  9.28000E+02  8.90000E+02  9.80685E+00  7.25000E+00
 89 Ac 13 N4 4d3/2  4  6.75455E+02  6.80000E+02  6.75000E+02  6.39131E+00  4.20000E+00
 89 Ac 14 N5 4d5/2  6  6.39201E+02  6.45000E+02  6.39000E+02  6.29356E+00  4.05000E+00
 89 Ac 15 N6 4f5/2  6  3.28497E+02  3.22000E+02  3.19000E+02  1.47566E-01  1.50000E-01
 89 Ac 16 N7 4f7/2  8  3.19220E+02  3.13000E+02  3.19000E+02  1.66628E-01  1.70000E-01
 89 Ac 17 O1 5s1/2  2  2.74191E+02  2.74000E+02  2.72000E+02  2.11753E+01  0.00000E+00
 89 Ac 18 O2 5p1/2  2  2.18847E+02  2.18000E+02  2.15000E+02  8.72131E+00  0.00000E+00
 89 Ac 19 O3 5p3/2  4  1.74535E+02  1.74000E+02  1.67000E+02  1.26253E+01  0.00000E+00
 89 Ac 20 O4 5d3/2  4  9.26710E+01  8.80000E+01  8.00000E+01  0.00000E+00  0.00000E+00
 89 Ac 21 O5 5d5/2  6  8.61181E+01  8.30000E+01  8.00000E+01  0.00000E+00  0.00000E+00
 89 Ac 24 P1 6s1/2  2  4.50835E+01  4.50000E+01  4.20000E+01  0.00000E+00  0.00000E+00
 89 Ac 25 P2 6p1/2  2  2.92168E+01  2.90000E+01  2.60000E+01  0.00000E+00  0.00000E+00
 89 Ac 26 P3 6p3/2  4  2.18304E+01  2.20000E+01  1.90000E+01  0.00000E+00  0.00000E+00
 89 Ac 27 P4 6d3/2  1  4.40678E+00  6.10000E+00  3.10000E+00  0.00000E+00  0.00000E+00
 89 Ac 29 Q1 7s1/2  2  5.37380E+00  6.10000E+00  3.10000E+00  0.00000E+00  0.00000E+00
 90 Th  1 K  1s1/2  2  1.10107E+05  1.09654E+05  1.09651E+05  8.65052E+01  8.82000E+01
 90 Th  2 L1 2s1/2  2  2.04743E+04  2.04750E+04  2.04720E+04  1.56807E+01  1.43000E+01
 90 Th  3 L2 2p1/2  2  1.97762E+04  1.96960E+04  1.96930E+04  7.91700E+00  8.50000E+00
 90 Th  4 L3 2p3/2  4  1.63098E+04  1.63030E+04  1.63000E+04  7.50630E+00  7.74000E+00
 90 Th  5 M1 3s1/2  2  5.15356E+03  5.18500E+03  5.18200E+03  1.88104E+01  1.55000E+01
 90 Th  6 M2 3p1/2  2  4.82723E+03  4.83300E+03  4.83000E+03  1.46843E+01  1.32000E+01
 90 Th  7 M3 3p3/2  4  4.03057E+03  4.04900E+03  4.04600E+03  1.19794E+01  8.00000E+00
 90 Th  8 M4 3d3/2  4  3.49684E+03  3.49400E+03  3.49100E+03  3.30186E+00  3.28000E+00
 90 Th  9 M5 3d5/2  6  3.33248E+03  3.33500E+03  3.33200E+03  3.28015E+00  3.28000E+00
 90 Th 10 N1 4s1/2  2  1.30573E+03  1.33300E+03  1.33000E+03  1.38060E+01  1.15000E+01
 90 Th 11 N2 4p1/2  2  1.15740E+03  1.17100E+03  1.16800E+03  1.52005E+01  8.75000E+00
 90 Th 12 N3 4p3/2  4  9.50766E+02  9.70000E+02  9.66400E+02  9.17989E+00  7.50000E+00
 90 Th 13 N4 4d3/2  4  7.09405E+02  7.17000E+02  7.12100E+02  6.20219E+00  4.30000E+00
 90 Th 14 N5 4d5/2  6  6.70862E+02  6.79000E+02  6.75200E+02  6.38719E+00  4.10000E+00
 90 Th 15 N6 4f5/2  6  3.52740E+02  3.47000E+02  3.42400E+02  1.50801E-01  1.50000E-01
 90 Th 16 N7 4f7/2  8  3.42766E+02  3.38000E+02  3.33100E+02  1.83392E-01  1.80000E-01
 90 Th 17 O1 5s1/2  2  2.89693E+02  2.93000E+02  2.90000E+02  1.87583E+01  0.00000E+00
 90 Th 18 O2 5p1/2  2  2.32376E+02  2.33000E+02  2.29000E+02  8.56319E+00  0.00000E+00
 90 Th 19 O3 5p3/2  4  1.84319E+02  1.85000E+02  1.82000E+02  4.19595E+00  0.00000E+00
 90 Th 20 O4 5d3/2  4  9.93704E+01  9.70000E+01  9.25000E+01  0.00000E+00  0.00000E+00
 90 Th 21 O5 5d5/2  6  9.22065E+01  9.10000E+01  8.54000E+01  0.00000E+00  0.00000E+00
 90 Th 24 P1 6s1/2  2  4.75533E+01  5.00000E+01  4.14000E+01  0.00000E+00  0.00000E+00
 90 Th 25 P2 6p1/2  2  3.09074E+01  3.30000E+01  2.45000E+01  0.00000E+00  0.00000E+00
 90 Th 26 P3 6p3/2  4  2.28108E+01  2.50000E+01  1.66000E+01  0.00000E+00  0.00000E+00
 90 Th 22 O6 5f5/2  1  6.00649E+00  6.00000E+00  2.60000E+00  0.00000E+00  0.00000E+00
 90 Th 27 P4 6d3/2  1  4.53227E+00  6.00000E+00  2.60000E+00  0.00000E+00  0.00000E+00
 90 Th 29 Q1 7s1/2  2  5.50768E+00  6.00000E+00  2.60000E+00  0.00000E+00  0.00000E+00
 91 Pa  1 K  1s1/2  2  1.13081E+05  1.12604E+05  1.12601E+05  9.04169E+01  9.21000E+01
 91 Pa  2 L1 2s1/2  2  2.11146E+04  2.11120E+04  2.11050E+04  1.58220E+01  1.47000E+01
 91 Pa  3 L2 2p1/2  2  2.04030E+04  2.03180E+04  2.03140E+04  9.25550E+00  9.10000E+00
 91 Pa  4 L3 2p3/2  4  1.67427E+04  1.67350E+04  1.67330E+04  7.73380E+00  7.97000E+00
 91 Pa  5 M1 3s1/2  2  5.33575E+03  5.36800E+03  5.36700E+03  1.87421E+01  1.55000E+01
 91 Pa  6 M2 3p1/2  2  5.00266E+03  5.00800E+03  5.00100E+03  1.48644E+01  1.36000E+01
 91 Pa  7 M3 3p3/2  4  4.15896E+03  4.17800E+03  4.17400E+03  1.15686E+01  7.90000E+00
 91 Pa  8 M4 3d3/2  4  3.61572E+03  3.61300E+03  3.61100E+03  3.42681E+00  3.39000E+00
 91 Pa  9 M5 3d5/2  6  3.44264E+03  3.44600E+03  3.44200E+03  3.39101E+00  3.39000E+00
 91 Pa 10 N1 4s1/2  2  1.36238E+03  1.39000E+03  1.38700E+03  1.38995E+01  1.16000E+01
 91 Pa 11 N2 4p1/2  2  1.21039E+03  1.22500E+03  1.22400E+03  1.52551E+01  9.20000E+00
 91 Pa 12 N3 4p3/2  4  9.90287E+02  1.01100E+03  1.00700E+03  9.31575E+00  7.75000E+00
 91 Pa 13 N4 4d3/2  4  7.43462E+02  7.52000E+02  7.43000E+02  6.21033E+00  4.40000E+00
 91 Pa 14 N5 4d5/2  6  7.02521E+02  7.12000E+02  7.08000E+02  6.39336E+00  4.20000E+00
 91 Pa 15 N6 4f5/2  6  3.76957E+02  3.72000E+02  3.71000E+02  2.93672E-01  2.90000E-01
 91 Pa 16 N7 4f7/2  8  3.66251E+02  3.62000E+02  3.60000E+02  2.53102E-01  2.50000E-01
 91 Pa 17 O1 5s1/2  2  3.05068E+02  3.12000E+02  3.10000E+02  2.17854E+01  0.00000E+00
 91 Pa 18 O2 5p1/2  2  2.45762E+02  2.48000E+02  2.32000E+02  9.24085E+00  0.00000E+00
 91 Pa 19 O3 5p3/2  4  1.93755E+02  1.95000E+02  2.32000E+02  6.67847E+00  0.00000E+00
 91 Pa 20 O4 5d3/2  4  1.05752E+02  1.04000E+02  9.40000E+01  0.00000E+00  0.00000E+00
 91 Pa 21 O5 5d5/2  6  9.79543E+01  9.70000E+01  9.40000E+01  0.00000E+00  0.00000E+00
 91 Pa 24 P1 6s1/2  2  4.98414E+01  5.00000E+01  4.65000E+01  0.00000E+00  0.00000E+00
 91 Pa 25 P2 6p1/2  2  3.24450E+01  3.20000E+01  2.85000E+01  0.00000E+00  0.00000E+00
 91 Pa 26 P3 6p3/2  4  2.36375E+01  2.40000E+01  2.05000E+01  0.00000E+00  0.00000E+00
 91 Pa 22 O6 5f5/2  2  7.30725E+00  6.00000E+00  2.50000E+00  0.00000E+00  0.00000E+00
 91 Pa 27 P4 6d3/2  1  4.59554E+00  6.00000E+00  2.50000E+00  0.00000E+00  0.00000E+00
 91 Pa 29 Q1 7s1/2  2  5.62147E+00  6.00000E+00  2.50000E+00  0.00000E+00  0.00000E+00
 92 U   1 K  1s1/2  2  1.16112E+05  1.15611E+05  1.15606E+05  9.44646E+01  9.63000E+01
 92 U   2 L1 2s1/2  2  2.17697E+04  2.17620E+04  2.17570E+04  1.58894E+01  1.60000E+01
 92 U   3 L2 2p1/2  2  2.10450E+04  2.09530E+04  2.09480E+04  9.50360E+00  1.00000E+01
 92 U   4 L3 2p3/2  4  1.71812E+04  1.71710E+04  1.71660E+04  7.97110E+00  8.20000E+00
 92 U   5 M1 3s1/2  2  5.52205E+03  5.55300E+03  5.54800E+03  1.89154E+01  1.55000E+01
 92 U   6 M2 3p1/2  2  5.18222E+03  5.18700E+03  5.18200E+03  1.50231E+01  1.41000E+01
 92 U   7 M3 3p3/2  4  4.28905E+03  4.30800E+03  4.30300E+03  1.17575E+01  7.90000E+00
 92 U   8 M4 3d3/2  4  3.73625E+03  3.73300E+03  3.72800E+03  3.54556E+00  3.50000E+00
 92 U   9 M5 3d5/2  6  3.55408E+03  3.55700E+03  3.55200E+03  3.50096E+00  3.50000E+00
 92 U  10 N1 4s1/2  2  1.42010E+03  1.44600E+03  1.43900E+03  1.40621E+01  1.22000E+01
 92 U  11 N2 4p1/2  2  1.26441E+03  1.27800E+03  1.27100E+03  1.53327E+01  9.60000E+00
 92 U  12 N3 4p3/2  4  1.03010E+03  1.05000E+03  1.04300E+03  9.50709E+00  8.00000E+00
 92 U  13 N4 4d3/2  4  7.77766E+02  7.85000E+02  7.78300E+02  6.21687E+00  4.50000E+00
 92 U  14 N5 4d5/2  6  7.34317E+02  7.43000E+02  7.36200E+02  6.55063E+00  4.25000E+00
 92 U  15 N6 4f5/2  6  4.01286E+02  3.96000E+02  3.88200E+02  3.68566E-01  3.70000E-01
 92 U  16 N7 4f7/2  8  3.89811E+02  3.86000E+02  3.77400E+02  3.07174E-01  3.10000E-01
 92 U  17 O1 5s1/2  2  3.20456E+02  3.29000E+02  3.21000E+02  2.25114E+01  0.00000E+00
 92 U  18 O2 5p1/2  2  2.59151E+02  2.61000E+02  2.57000E+02  9.59554E+00  0.00000E+00
 92 U  19 O3 5p3/2  4  2.02974E+02  2.03000E+02  1.92000E+02  7.00880E+00  0.00000E+00
 92 U  20 O4 5d3/2  4  1.11934E+02  1.10000E+02  1.02800E+02  0.00000E+00  0.00000E+00
 92 U  21 O5 5d5/2  6  1.03478E+02  1.01000E+02  9.42000E+01  0.00000E+00  0.00000E+00
 92 U  24 P1 6s1/2  2  5.20219E+01  5.20000E+01  4.39000E+01  0.00000E+00  0.00000E+00
 92 U  25 P2 6p1/2  2  3.38928E+01  3.40000E+01  2.68000E+01  0.00000E+00  0.00000E+00
 92 U  26 P3 6p3/2  4  2.43640E+01  2.40000E+01  1.68000E+01  0.00000E+00  0.00000E+00
 92 U  22 O6 5f5/2  3  8.51897E+00  6.03300E+00  2.40300E+00  0.00000E+00  0.00000E+00
 92 U  27 P4 6d3/2  1  4.61942E+00  6.00000E+00  2.37000E+00  0.00000E+00  0.00000E+00
 92 U  29 Q1 7s1/2  2  5.72535E+00  6.00000E+00  2.37000E+00  0.00000E+00  0.00000E+00
 93 Np  1 K  1s1/2  2  1.19206E+05  1.18676E+05  1.18672E+05  9.86295E+01  0.00000E+00
 93 Np  2 L1 2s1/2  2  2.24411E+04  2.24270E+04  2.24230E+04  1.60283E+01  0.00000E+00
 93 Np  3 L2 2p1/2  2  2.17029E+04  2.16020E+04  2.15980E+04  9.74520E+00  0.00000E+00
 93 Np  4 L3 2p3/2  4  1.76254E+04  1.76120E+04  1.76080E+04  8.21590E+00  0.00000E+00
 93 Np  5 M1 3s1/2  2  5.71285E+03  5.74200E+03  5.73800E+03  1.90672E+01  0.00000E+00
 93 Np  6 M2 3p1/2  2  5.36614E+03  5.37000E+03  5.36600E+03  1.51691E+01  0.00000E+00
 93 Np  7 M3 3p3/2  4  4.42093E+03  4.44000E+03  4.43600E+03  1.18980E+01  0.00000E+00
 93 Np  8 M4 3d3/2  4  3.85849E+03  3.85400E+03  3.85000E+03  3.66844E+00  0.00000E+00
 93 Np  9 M5 3d5/2  6  3.66687E+03  3.66900E+03  3.66500E+03  3.61409E+00  0.00000E+00
 93 Np 10 N1 4s1/2  2  1.47904E+03  1.50400E+03  1.50000E+03  1.42617E+01  0.00000E+00
 93 Np 11 N2 4p1/2  2  1.31960E+03  1.33100E+03  1.32700E+03  1.54144E+01  0.00000E+00
 93 Np 12 N3 4p3/2  4  1.07026E+03  1.08900E+03  1.08500E+03  9.51786E+00  0.00000E+00
 93 Np 13 N4 4d3/2  4  8.12392E+02  8.19000E+02  8.15000E+02  6.18445E+00  0.00000E+00
 93 Np 14 N5 4d5/2  6  7.66320E+02  7.74000E+02  7.70000E+02  6.68753E+00  0.00000E+00
 93 Np 15 N6 4f5/2  6  4.25795E+02  4.21000E+02  4.17000E+02  4.42652E-01  0.00000E+00
 93 Np 16 N7 4f7/2  8  4.13515E+02  4.10000E+02  4.06000E+02  3.64138E-01  0.00000E+00
 93 Np 17 O1 5s1/2  2  3.35958E+02  3.46000E+02  3.42000E+02  2.34195E+01  0.00000E+00
 93 Np 18 O2 5p1/2  2  2.72629E+02  2.74000E+02  2.70000E+02  9.95552E+00  0.00000E+00
 93 Np 19 O3 5p3/2  4  2.12049E+02  2.11000E+02  2.07000E+02  7.56613E+00  0.00000E+00
 93 Np 20 O4 5d3/2  4  1.17980E+02  1.16000E+02  1.12000E+02  0.00000E+00  0.00000E+00
 93 Np 21 O5 5d5/2  6  1.08839E+02  1.06000E+02  1.02000E+02  0.00000E+00  0.00000E+00
 93 Np 24 P1 6s1/2  2  5.41381E+01  5.40000E+01  5.00000E+01  0.00000E+00  0.00000E+00
 93 Np 25 P2 6p1/2  2  3.52842E+01  3.50000E+01  3.10000E+01  0.00000E+00  0.00000E+00
 93 Np 26 P3 6p3/2  4  2.50171E+01  2.50000E+01  2.10000E+01  0.00000E+00  0.00000E+00
 93 Np 22 O6 5f5/2  4  9.66225E+00  6.00000E+00  2.00000E+00  0.00000E+00  0.00000E+00
 93 Np 27 P4 6d3/2  1  4.61501E+00  6.00000E+00  2.00000E+00  0.00000E+00  0.00000E+00
 93 Np 29 Q1 7s1/2  2  5.82401E+00  6.00000E+00  2.00000E+00  0.00000E+00  0.00000E+00
 94 Pu  1 K  1s1/2  2  1.22361E+05  1.21800E+05  1.21796E+05  1.02915E+02  0.00000E+00
 94 Pu  2 L1 2s1/2  2  2.31286E+04  2.31090E+04  2.31050E+04  1.61527E+01  0.00000E+00
 94 Pu  3 L2 2p1/2  2  2.23770E+04  2.22670E+04  2.22630E+04  9.98700E+00  0.00000E+00
 94 Pu  4 L3 2p3/2  4  1.80753E+04  1.80590E+04  1.80550E+04  8.46540E+00  0.00000E+00
 94 Pu  5 M1 3s1/2  2  5.90820E+03  5.93600E+03  5.93200E+03  2.03292E+01  0.00000E+00
 94 Pu  6 M2 3p1/2  2  5.55458E+03  5.55700E+03  5.55300E+03  1.53253E+01  0.00000E+00
